Smiles,Standard Relation,Standard Value,Standard Units
CC(=O)CCN1C(=O)[C@@H](NC(=O)[C@@H](C)Cc2ccc(F)c(F)c2)N=C(c2ccc3c(c2)OCO3)c2ccccc21,'=',3.7,nM
COc1cc(-c2nnc3n2CCCC3c2ccc(Cl)c(Cl)c2)ccc1-c1cnc(C)o1,'=',240.0,nM
COc1cc(-c2nnc(-c3ccc(F)cc3)[nH]2)ccc1-n1cnc(C)c1,'=',1290.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCCC[C@H]3c2ccc(F)c(F)c2F)ncn1,'=',4.0,nM
COc1cc(-c2nc3n(n2)CCC[C@@H]3c2ccc(F)cc2C)ccc1-n1cnc(C)c1,'=',447.0,nM
O=S(=O)(c1cccc(C(F)(F)F)n1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1cccc(-c3ccc(F)cc3)c12,'=',2827.0,nM
Cl.O=S(=O)(c1ccc(Cl)cc1)N1C2COCC1c1cn[nH]c1C2,'=',70.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1C2Cc3[nH]ncc3C1CC(/C=C/C(F)(F)F)C2,'=',1.0,nM
C[C@@H]1c2c[nH]nc2-c2cc(F)ccc2N1S(=O)(=O)c1ccc(Cl)cc1,'=',0.62,nM
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.27,nM
O=S(=O)(c1ccc(Cl)cc1)[C@]1(c2cc(F)ccc2F)CC[C@H](O)CC1,'=',10.7,nM
COc1cc(-c2nnc(N[C@@H](C)c3ccc(F)cc3)s2)ccc1-n1cnc(C)c1,'=',79.43,nM
Cc1nsc(N2CC[C@@H](Nc3nc4c(-c5ccc(F)c(F)c5F)cccn4n3)C(F)(F)C2)n1,'=',55.0,nM
CC(C)CCNC(=O)C1(C(=O)N[C@@H]2C(=O)N(C)c3ccccc3-c3ccccc32)CCC1,'=',15.0,nM
Cc1ccc(S(=O)(=O)N(CCCC(C)C)c2cc(Cl)ccc2CO)cc1,'=',920.0,nM
CCN(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(C)cc1,'=',1100.0,nM
O=C(O)COc1ccc2c3ccccc3n(S(=O)(=O)c3ccc(-c4ccccc4)cc3)c2c1,'=',13000.0,nM
CCCCCCCCCn1c2ccccc2c2ccc(OCC(=O)O)cc21,'=',17000.0,nM
O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCC(F)(F)CC2)CC1,'=',2.3,nM
C[C@H]1CN(C(C)(CO)CO)CCN1C(=O)OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',5.1,nM
CC(CCO)C(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',35.0,nM
COc1cc(-c2nnc3n2CCCN3C(=O)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',19316.0,nM
COc1cc(-c2noc3c2CCCN3[C@@H](C)c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',935.0,nM
CO[C@@H]1C(=O)C=CC[C@H]1OCc1ccccc1,'=',26000.0,nM
O=S1(=O)N[C@H]2CC[C@@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)C[C@H]2CN1C1CC1,'=',0.19,nM
CC(c1ccccc1OCCCN1CCCC1)N(c1ccccc1C(=O)c1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,'=',1200.0,nM
Cc1cc(F)ccc1-c1cccn2nc(NC3CCc4c(cnn4C(C)C)C3)nc12,'=',430.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1nccs1,'=',5750.0,nM
CC1(C)CCC(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C(=O)NC1,'=',3500.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1ccc(F)cc1,'=',5319.0,nM
COc1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,'=',900.0,nM
CN(C)C(=O)c1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',2000.0,nM
COc1ccc(CN([C@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1F,'=',17000.0,nM
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,'=',2060.0,nM
Cc1nnn(CCC[C@@H](C)N(c2cc(Cl)ccc2CO)S(=O)(=O)c2ccc(Cl)cc2)n1,'=',6.1,nM
CC(C)(C)OC(=O)NC12CCCCC(CC1)C2NS(=O)(=O)c1ccc(Cl)s1,'=',416.0,nM
O=C1NCCCC[C@H]1N(CCCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,'=',67.0,nM
CCOC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4C)cccn23)cc1.Cl,'=',1800.0,nM
CC(c1ccccc1OCCCN1CCCC1)N(c1ccccc1)S(=O)(=O)c1ccc(Br)cc1,'=',1900.0,nM
CC[C@@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)C(C)C)[C@H](C)OCc1ccccc1,'=',90.0,nM
COc1cc(-c2cn(Cc3cccc(-c4noc(C)n4)c3)nn2)ccc1-n1cnc(C)c1,'=',1640.0,nM
COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(C)C,'=',530.0,nM
CCCC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',630.96,nM
O=C([O-])C[C@@H]1CCN([C@@H](c2ccc(C(F)(F)F)nc2)C2CC2)[C@H](c2ccc(C(F)(F)F)cc2)C1.[Na+],'=',1000.0,nM
CC(C)CC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',1000.0,nM
CCC[C@@H](C(=O)O)c1cc(OCc2ccccc2)cc(-c2ccc(C(F)(F)F)cc2)c1,'=',3981.07,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4cccc(C#N)c4)c3)cc2)ccn1,'=',220.0,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4ccc(C(=O)N(C)C)cc4)c3)cc2)ccn1,'=',260.0,nM
Cc1cc(-c2ccc(NC(=O)C(CC(C)C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)ccn1,'=',820.0,nM
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',140.0,nM
COc1cc(/C=C2\N=C(N3CCCCC3)N([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',955.0,nM
CCNC1=N/C(=C\c2ccc(-n3cnc(C)c3)c(OC)c2)C(=O)N1Cc1ccc(F)cc1,'=',72.0,nM
CCCCNC1=N/C(=C\c2ccc(-n3cnc(C)c3)c(OC)c2)C(=O)N1Cc1ccc(F)cc1,'=',85.0,nM
C[C@H](C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',7.1,nM
CC(C(=O)NC1CCc2ccccc21)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',12.0,nM
O=C[C@H]1CCC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)C1,'=',55.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4cc(F)c(Cl)cc4C(F)(F)F)O2)C3=O)cn1,'=',8.0,nM
COC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)C,'=',230.0,nM
CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)Cc1cc(F)cc(F)c1,'=',2400.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1C2Cc3[nH]ncc3C1CC(c1csnn1)C2,'=',5.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1ccc(Cl)cc1,'=',3.4,nM
CC(C)[C@H]1Cc2n[nH]cc2[C@@H](C(C)C)N1S(=O)(=O)c1ccc(C(F)(F)F)cc1,'=',0.77,nM
CN(C)C(=O)OCC1c2c[nH]nc2CCN1S(=O)(=O)c1ccc(Cl)cc1,'=',8251.0,nM
CN(C)c1ccc(/N=N/c2ccc(S(=O)(=O)n3c4ccccc4c4ccc(OCC(=O)O)cc43)cc2)cc1,'=',9000.0,nM
COc1nc(-c2nc(Nc3cc(C(F)(F)F)ccc3F)n(C)n2)ccc1-n1cnc(C)c1,'=',19.0,nM
Cc1cn(-c2ccc(-c3nc(Nc4cc(C(F)(F)F)ccc4F)n(C)n3)cc2)cn1,'=',120.0,nM
CCn1ncc2c1CCC(Nc1nc3c(-c4ccc(N(C)C)nc4)cccn3n1)C2,'=',50.0,nM
CC(c1ccccc1OCCCN1CCCC1)N(c1ccccc1)S(=O)(=O)c1ccccc1,'=',690.0,nM
O=C(Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccccc1)OCc1ccccc1,'=',74.0,nM
O=C(Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1)OCc1ccccc1,'=',23.0,nM
O=C(Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccccc1)OCc1ccc(Cl)cc1,'=',16.0,nM
COc1nc(-c2csc(Nc3c4c(nn3CCN3CCOCC3)CCCC4)n2)ccc1-n1cnc(C)c1,'=',177.0,nM
CCn1nc2c(c1N(C)c1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,'=',636.0,nM
CC[C@@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)[C@H](C)CC)C(C)C)C(C)C)[C@H](C)OCc1ccccc1,'=',28.0,nM
O=C(CN1CCN(c2ccccc2)CC1)Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1,'=',5.0,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccccc4C)cccn23)cc1.Cl,'=',2300.0,nM
Cc1cc(-c2ccc(NC(=O)C(C)c3cccc(-c4ccc(N(C)C)nc4)c3)cc2)ccn1,'=',170.0,nM
CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2ccc(C(F)(F)F)cc21,'=',92.0,nM
CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(Cl)ccc21,'=',38.0,nM
COc1cc(-c2nc3n(n2)CCC[C@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,'=',24.0,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@H](O)C1)C1(C(F)(F)F)CC1,'=',40.0,nM
COc1cc(-c2nc(Nc3ccccc3)n(C)n2)ccc1-n1cnc(C)c1,'=',200.0,nM
CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,'=',1.3,nM
COc1cc(-c2nc(Nc3ccccc3C(F)(F)F)n(C)n2)ccc1-n1cnc(C)c1,'=',68.0,nM
COc1cc(Nc2nc3n(n2)C(C)CCN3CC(C)(C)O)ccc1-n1cnc(C)c1,'=',316.23,nM
CCC1CCCC(COC(=O)N2CCC(N(C)C3CCN(C)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',159.0,nM
O=S(=O)(NC1C2CCC1Cc1cc(OCCN3CCOCC3)ccc1C2)c1ccc(Cl)s1,'=',5.0,nM
O=S(=O)(NC1C2CCC1Cc1cc(/C=C/CN3CCOCC3)ccc1C2)c1ccc(Cl)s1,'=',5.0,nM
CCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',5.0,nM
CCCCN(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',140.0,nM
CCCC(C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(F)cc1,'=',66.0,nM
COc1cc(C(=O)NCc2cccc(C(F)(F)F)c2)ccc1-n1cnc(C)c1,'=',660.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1Cc1ccccc1,'=',80.9,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1cncnc1,'=',536.0,nM
CCOC(=O)C1Cc2n[nH]cc2CN1S(=O)(=O)c1ccc(Cl)cc1,'=',431.0,nM
CC[C@H](NC(=O)CCc1cc(F)cc(F)c1)C(=O)Nc1ncc([C@@H](C)CCCC(C)(C)OC)s1,'=',0.1,nM
CCC[C@H](NC(=O)[C@@H](O)C(C)C)C(=O)Nc1ncc([C@@H](C)CCCC(C)(C)OC)s1,'=',0.3,nM
CC[C@H](NC(=O)CCc1cc(F)cc(F)c1)C(=O)Nc1ncc(C(C)CCCC(C)(C)OC)s1,'=',13.6,nM
CC(C)C[C@H](O)NC(=O)C1(C(=O)N[C@@H]2C(=O)N(C)c3ccccc3-c3ccccc32)CCC1,'=',4.2,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)NCC)s1,'=',42.0,nM
Cl.O=C(OC[C@H]1CCC[C@@H](c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',3.0,nM
O=C(NCCCn1ccnc1)OCC1CCCCN1S(=O)(=O)c1ccc(Cl)cc1,'=',15420.0,nM
O=C(NCCCn1ccnc1)OCC1CCc2ccc(F)cc2N1S(=O)(=O)c1ccc(Cl)cc1,'=',270.0,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1,'=',63.1,nM
COc1cc(-c2cnc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-n1cnc(C)c1,'=',199.53,nM
Cc1cn(-c2ccc(-c3ccc(N[C@@H](C)c4ccc(F)cc4)nc3)cc2N(C)C)cn1,'=',50118.72,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-c1ccnnc1,'=',398.11,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-c1sc(C)nc1C,'=',398.11,nM
COc1cc(-c2cnc(N[C@@H](C)c3ccc(F)cc3)s2)ccc1-n1cnc(C)c1,'=',50118.72,nM
Cc1cn(C23CC(Nc4nc5n(n4)CCCC[C@H]5c4ccc(Cl)cc4)(C2)C3)cn1,'=',23.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C(C)C,'=',30000.0,nM
COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',3000.0,nM
COC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',8000.0,nM
CC(C)C[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,'=',600.0,nM
CC(C)C[C@H](NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)OC(C)(C)C)C(C)C,'=',6000.0,nM
CC(c1ccccc1OCCCN1CCOCC1)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',4400.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)ccc(C(F)(F)F)n3n2)sn1,'=',2.0,nM
COc1cc(-c2noc3c2CCCC3Oc2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',200.0,nM
CC(C)[C@H](O)NC(=O)C1(C(=O)N[C@@H]2C(=O)N(C)c3ccccc3-c3ccccc32)CCC1,'=',15.0,nM
CN1C(=O)[C@@H](NC(=O)C2(C(=O)NCc3cccs3)CCCC2)N=C(c2ccccc2)c2ccccc21,'=',19.0,nM
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C#N)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,'=',2.0,nM
O=C1C=CC(F)(F)C2=C1[C@]1(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC[C@@H](NS(=O)(=O)C3CC3)C[C@@H]1CO2,'=',6.8,nM
O=C(OC[C@H]1CCC[C@@H](c2cc(F)cc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,'=',36.0,nM
CC1CC(N2CCCCC2)CCN1C(=O)OC[C@H]1CCC[C@@H](c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',13.0,nM
O=C(OC[C@H]1CCC[C@@H](c2ccccc2F)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,'=',17.0,nM
C[C@@H]1CCC[C@H](COC(=O)N2CCC(N(C)C3CCN(C)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',219.0,nM
N[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',510.0,nM
COC(=O)NC[C@H]1CC[C@@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',2.2,nM
CC(C(=O)NC1CCc2ccccc21)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',14.0,nM
CCn1nc2c(c1Nc1nc(-c3cnc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2,'=',89.0,nM
Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4C)CCCC5)n3)cc2)cn1,'=',453.0,nM
CC(C)N1C[C@@H]2C[C@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC[C@@H]2NS1(=O)=O,'=',0.41,nM
Cc1ccccc1COc1cccn2c(-c3ccncc3)c(C)nc12,'=',7100.0,nM
O=S(=O)(NC1C2CCC1Cc1cc(/C=C/CN3CCCCC3)ccc1C2)c1ccc(Cl)s1,'=',152.0,nM
CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,'=',64.0,nM
N#CCCCCN([C@@H]1CCCCNC1=O)S(=O)(=O)c1ccc(Cl)cc1,'=',180.0,nM
COc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CC[C@H]3Oc2cc(F)cc(Cl)c2)cnn1,'=',8.1,nM
COc1ccc(CN(C2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)c(F)c1,'=',150.0,nM
Cc1noc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)cccn3n2)n1,'=',114.0,nM
CCNC(=O)c1ccc(-c2c(C)nc3c(OCc4ccc(-c5cccc(C(F)(F)F)c5)cc4)cccn23)cn1.Cl,'=',61.0,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1nc(C)c(C(C)=O)s1,'=',20.0,nM
CC(C1CCCCC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',33.0,nM
C[C@H](NC(=O)C(=O)c1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',1.0,nM
CN1C(=O)[C@@H](NC(=O)C2(C(=O)N[C@H](O)C3CCCCC3)CCC2)N=C(c2ccc(C(F)(F)F)cc2)c2ccccc21,'=',280.0,nM
CC(C1CCC1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',12.0,nM
Cc1ccc(S(=O)(=O)N(CC(C)C)c2cc(Cl)ccc2CO)cc1,'=',700.0,nM
O=C(OCC1CCCC(c2cc(F)cc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCNCC1,'=',74.8,nM
CC1CN(C(=O)OC2(C3CCCC(c4cccc(F)c4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC(C)N1,'=',5.3,nM
CCN1CCN(C(=O)OC2(C3CCCC(c4cc(F)cc(F)c4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,'=',7.5,nM
CC(C)N1CCN(C(=O)OC2(C3CCCC(c4cc(F)cc(F)c4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,'=',17.0,nM
O=C(OC1(C2CCCC(c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,'=',5.8,nM
O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCC(F)(F)CC2)CC1,'=',5.5,nM
O=C(OC1(C2CCCC(c3cccc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(O)(C2CC2)CC1,'=',7.7,nM
Cc1cn(C23CC(Nc4nc5n(n4)CCCC[C@@H]5c4ccc(F)c(F)c4)(C2)C3)cn1,'=',44.0,nM
O=C(CN1CCCCC1)Nc1ccc2c(c1)CC1CCC(C2)C1NS(=O)(=O)c1ccc(Cl)s1,'=',6.0,nM
Cc1cn(-c2ccc(-c3csc(Nc4cc(C(C)(C)C)nn4C)n3)cn2)cn1,'=',590.0,nM
COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3C(C)(C)C)n2)ccc1-n1cnc(C)c1,'=',40.0,nM
COc1nc(-c2csc(Nc3c4c(nn3C(C)(C)C)CCC4)n2)ccc1-n1cnc(C)c1,'=',62.0,nM
O=S(=O)(c1cccc(C(F)(F)F)n1)N1[C@H]2c3c[nH]nc3C[C@@H]1c1cccc(C3CC3)c12,'=',4.6,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@H](O)C1)C1(C(F)(F)F)CC1,'=',80.0,nM
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)OC)[C@@H](C)CC)C(C)C)C(C)C)[C@@H](C)OCc1ccccc1,'=',10000.0,nM
CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1[C@H](O)C[C@H]2c1ccc(F)cc1,'=',17.0,nM
COc1nc(-c2csc(Nc3c4c(nn3CC(C)(C)O)CCCC4)n2)ccc1-n1cnc(C)c1,'=',38.0,nM
CCn1nc(C(C)(C)C)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)nc2)cs1,'=',292.0,nM
Cc1cc(-c2ccc(C(=O)NCCc3ccc(Cl)cc3)cc2)ccn1,'=',2120.0,nM
COc1cc(-c2ccnc(C)c2)ccc1NS(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,'=',1830.0,nM
COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3C(C)C)n2)ccc1-n1cnc(C)c1,'=',64.0,nM
COc1nc(-c2csc(Nc3cc(C(F)(F)F)nn3C(C)(C)C)n2)ccc1-n1cnc(C)c1,'=',126.0,nM
COc1nc(-c2csc(Nc3c4c(nn3C3CCC3)CCC4)n2)ccc1-n1cnc(C)c1,'=',21.0,nM
COc1cc(-c2csc(Nc3c4c(nn3C)CCCC4)n2)ccc1-n1cnc(C)c1,'=',148.0,nM
COc1nc(-c2csc(Nc3c4c(nn3CCCN3CCOCC3)CCCC4)n2)ccc1-n1cnc(C)c1,'=',126.0,nM
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2,'=',19.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1[C@H]2CCC[C@@H]1c1cn[nH]c1C2,'=',29.0,nM
CCC[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)C(=O)OC)cn1,'=',2.7,nM
CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)Nc1cn(C(C)(C)CN2CCCC2)cn1,'=',7.0,nM
CC(C)(CN1CCCC1)n1cnc(NC(=O)[C@@H](NC(=O)Cc2cc(F)cc(F)c2)c2ccccc2)c1,'=',9.4,nM
COc1cc(-c2nc(Nc3cc(N(C)C)ccc3F)n(C)n2)ccc1-n1cnc(C)c1,'=',22.0,nM
Cc1cc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3n(n2)CCC[C@H]3Oc2cc(F)cc(Cl)c2)ncn1,'=',8.1,nM
O=S(=O)(c1cccc(C(F)(F)F)c1)N1[C@@H]2c3cc(Cl)ccc3[C@H]1Cc1n[nH]cc12,'=',45.0,nM
COc1cc(-c2cn(CC(=O)N(c3ccccc3)c3ccccc3)nn2)ccc1-n1cnc(C)c1,'=',1630.0,nM
COc1cc(-c2cn(CC(=O)N(Cc3ccc(F)cc3)C3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1,'=',240.0,nM
CC(C(=O)NCc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',10.0,nM
C[C@@H](C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',1.6,nM
CC(C(=O)NCc1cc(F)cc(F)c1)C(=O)N[C@@H]1C(=O)N(C)c2ccccc2-c2ccccc21,'=',3.1,nM
CC(C(=O)NCc1ccccc1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.015,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)C1)C1(C(F)(F)F)CC1,'=',250.0,nM
